naemon_uptime_time,status_file_age_time,total_number_of_services,total_number_of_hosts,total_number_of_services_ok,total_number_of_services_warning,total_number_of_services_unknown,total_number_of_services_critical,total_number_of_services_problems,total_number_of_services_checked_since_start,total_number_of_services_scheduled,total_number_of_services_flapping,total_number_of_services_in_downtime,total_number_of_hosts_up,total_number_of_hosts_down,total_number_of_hosts_unreachable,total_number_of_hosts_problems,total_number_of_hosts_checked_since_start,total_number_of_hosts_scheduled,total_number_of_hosts_flapping,total_number_of_hosts_in_downtime,hosts_actively_checked_1m,hosts_actively_checked_5m,hosts_actively_checked_15m,hosts_actively_checked_60m,hosts_passively_checked_1m,hosts_passively_checked_5m,hosts_passively_checked_15m,hosts_passively_checked_60m,parallel_host_checks_1m,parallel_host_checks_5m,parallel_host_checks_15m,serial_host_checks_1m,serial_host_checks_5m,serial_host_checks_15m,passive_host_checks_1m,passive_host_checks_5m,passive_host_checks_15m,services_actively_checked_1m,services_actively_checked_5m,services_actively_checked_15m,services_actively_checked_60m,active_service_checks_1m,active_service_checks_5m,active_service_checks_15m,on_demand_service_checks_1m,on_demand_service_checks_5m,on_demand_service_checks_15m,scheduled_service_checks_1m,scheduled_service_checks_5m,scheduled_service_checks_15m,passive_service_checks_1m,passive_service_checks_5m,passive_service_checks_15m,cached_service_checks_1m,cached_service_checks_5m,cached_service_checks_15m,external_commands_1m,external_commands_5m,external_commands_15m
497188,27,94,10,71,1,0,22,23,94,94,0,0,5,1,4,5,10,10,0,0,1,5,6,6,0,0,0,0,0,5,17,0,0,0,0,0,0,9,86,90,90,11,89,268,0,0,0,11,89,268,0,0,0,0,0,0,0,0,0,
